KS1295[%],6082[%],2024[%],bat-box[%],3003[%],4032[%],Al,Si,Cu,Ni,Mg,Mn,Fe,Cr,Ti,Zr,V,Zn,Vf_FCC_A1,Vf_DIAMOND_A4,Vf_AL15SI2M4,Vf_AL3X,Vf_AL6MN,Vf_MG2ZN3,Vf_AL3NI2,Vf_AL3NI_D011,Vf_AL7CU4NI,Vf_AL2CU_C16,Vf_Q_ALCUMGSI,Vf_AL7CU2FE,Vf_MG2SI_C1,Vf_AL9FE2SI2,Vf_AL18FE2MG7SI10,eut. frac.[%],eut. T (degC),T_FCC_A1,T_DIAMOND_A4,T_AL15SI2M4,T_AL3X,T_AL6MN,T_MG2ZN3,T_AL3NI2,T_AL3NI_D011,T_AL7CU4NI,T_AL2CU_C16,T_Q_ALCUMGSI,T_AL7CU2FE,T_MG2SI_C1,T_AL9FE2SI2,T_AL18FE2MG7SI10,T(liqu),T(sol),delta_T,delta_T_FCC,delta_T_Al15Si2M4,delta_T_Si,CSC,YS(MPa),hardness(Vickers),CTEvol(1/K)(20.0-300.0degC),Density(g/cm3),Volume(m3/mol),El.conductivity(S/m),El. resistivity(ohm m),heat capacity(J/(mol K)),Therm.conductivity(W/(mK)),Therm. diffusivity(m2/s),Therm.resistivity(mK/W),Linear thermal expansion (1/K)(20.0-300.0degC),Technical thermal expansion (1/K)(20.0-300.0degC),Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Total_Vf_Phases
3.3,26.4,29.7,16.5,0.0,24.1,91.831247,3.93796,1.67451,0.393985,0.941925,0.46753,0.37246,0.082538,0.065755,0.020743,0.021337,0.19001,89.75408,2.2655,2.11984,0.00378,0.22567,0.0,0.88974,0.14268,0.8014,0.00617,0.33164,0.00245,0.60077,0.30855,0.30242,70.93807,612.19934,628.03024,552.90372,662.78082,0.0,142.21616,0.0,543.0441,494.38539,511.13096,180.45623,447.25003,444.60744,541.50902,335.96564,476.42595,663.0044,534.5909,128.4135,76302.28315,128.18992,18.31282,0.4508286,253.9552,77.75936,7.81904e-05,2.69421,1.02077e-05,13046500,7.67279e-08,27.6695,179.059,6.61019e-05,0.00558047,2.60684e-05,2.37888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.75468999999998
23.1,33.0,23.1,19.8,0.0,1.0,91.213289,3.618982,2.48697,0.493645,0.923148,0.512542,0.367312,0.07442,0.08077,0.019126,0.023284,0.186512,87.85813,2.17868,2.24892,0.00268,0.37089,0.0,1.01662,0.0329100000000001,1.32867,0.00347,0.50911,0.00443,0.46323,0.29601,0.16581,74.10331,613.05109,626.52297,547.62984,662.50201,0.0,302.13104,0.0,544.18869,172.44276,533.41033,255.04416,473.98187,484.14091,536.81825,365.45546,494.82361,662.1448,533.3542,128.7906,242058.51985,129.14781,14.27564,0.4152648,259.71459,79.37056,7.78206e-05,2.71335,1.01894e-05,12836100,7.7952e-08,27.6676,175.208,6.45466e-05,0.00570527,2.59426e-05,2.36805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47955999999999
0.0,56.1,6.6,9.9,26.4,0.99999999999999,94.001855,0.760291,2.71335,0.028675,0.719439,0.826801,0.471031,0.058547,0.08143,0.029125,0.029125,0.280331,91.04262,0.0404400000000007,2.03689,0.00331,0.75398,0.0,0.0707600000000002,0.0134900000000003,0.0494199999999997,2.64312,0.78301,0.0825,0.11685,0.0734900000000001,0.0281100000000001,67.29198,632.62087,644.88914,357.29166,643.83585,0.0,343.22514,0.0,522.34609,37.0291999999997,546.39923,449.61957,180.09753,482.11648,515.15617,370.81564,488.22341,651.2658,525.4044,125.8614,44274.46965,118.43145,-168.11274,0.4986614,256.15757,78.41748,8.02586e-05,2.72732,1.01487e-05,13033500,7.67255e-08,27.7848,173.765,6.39051e-05,0.00577682,2.67557e-05,2.44222e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.73799000000001
13.2,29.7,16.5,6.6,26.4,7.59999999999999,92.204378,3.158269,1.99494,0.37699,0.716766,0.714964,0.479149,0.05462,0.0613,0.029422,0.031798,0.177404,89.04712,1.45187,3.00019,0.00129,0.66206,0.0,0.8134,0.0459300000000001,1.02065,0.00528,0.41862,0.00307,0.33723,0.45474,0.11164,31.6869,572.7062,633.34049,550.33525,659.58672,0.0,271.92809,0.0,545.00637,172.44443,531.73689,254.22143,451.73993,440.81348,535.73941,379.38172,507.81075,659.3531,533.4268,125.9263,176892.44725,126.15992,16.90845,0.4304113,248.62919,75.9297,7.86931e-05,2.71219,1.018e-05,13011300,7.68428e-08,27.7041,178.047,6.54092e-05,0.00563996,2.62253e-05,2.39308e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.37309
9.9,42.9,29.7,3.3,0.0,14.2,91.127126,3.582847,2.50578,0.40273,0.966543,0.561877,0.397177,0.081053,0.08275,0.023779,0.025561,0.242777,87.49929,2.10257,2.55426,0.00281,0.34894,0.0,0.63346,0.0324300000000003,1.3886,0.01192,0.58176,0.00457,0.46291,0.28434,0.16781,81.0683,618.35245,626.44047,547.13862,666.7151,0.0,299.45268,0.0,541.71857,172.39149,533.27316,333.80384,499.73526,484.46508,536.39086,397.3539,484.06742,666.4576,531.2853,135.1723,152326.58875,135.4298,15.8533199999999,0.4140362,260.10442,79.57031,7.7812e-05,2.71545,1.01886e-05,12777900,7.82966e-08,27.6688,174.229,6.41725e-05,0.00573605,2.59398e-05,2.36835e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.07567
9.9,29.7,0.0,23.1,16.5,20.8,91.088021,4.236379,2.075955,0.477805,0.795471,0.522079,0.457699,0.052772,0.06229,0.022954,0.024736,0.183839,88.37725,2.96186,2.40429,0.00156,0.52666,0.0,1.02202,0.10634,0.99598,0.0040099999999999,0.41442,0.00324,0.4426,0.52685,0.16916,38.9977,573.46241,626.1956,554.59029,660.4038,0.0,254.27439,0.0,545.84444,424.79255,529.99978,175.67002,429.40694,452.97971,537.24367,364.01417,516.38009,660.146,533.4495,126.6965,147556.42455,126.9543,21.14079,0.4305027,254.17895,78.23218,7.73901e-05,2.70583,1.02026e-05,12840700,7.78845e-08,27.6369,176.203,6.48591e-05,0.00567733,2.58031e-05,2.35425e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95624000000002
3.3,39.6,0.0,26.4,3.3,27.4,90.815012,4.210276,2.366685,0.43276,0.918264,0.430306,0.417076,0.064685,0.07384,0.019093,0.019687,0.232316,87.84915,2.89155,2.08963,0.00274,0.49657,0.0,0.90581,0.14197,1.22817,0.01157,0.52639,0.00393,0.51462,0.40611,0.20332,79.23096,610.58693,625.76354,552.0762,662.91143,0.0,299.28978,0.0,543.73639,293.41786,533.32374,249.15479,471.9466,470.9998,537.44123,374.41065,513.03185,662.6204,533.0654,129.555,81461.80865,129.84603,19.0108,0.4254912,256.48409,78.81459,7.73824e-05,2.70753,1.02082e-05,12815300,7.79819e-08,27.631,174.805,6.4315e-05,0.00569964,2.57972e-05,2.35444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.27153000000001
3.3,26.4,16.5,23.1,6.6,24.1,91.892627,3.887404,1.71576,0.390685,0.876651,0.477364,0.399124,0.071186,0.062455,0.020743,0.021337,0.184664,89.77901,2.25072,2.14494,0.00267,0.26735,0.0,0.91353,0.12681,0.84871,0.00971,0.3333,0.0028,0.54253,0.38064,0.23528,76.18306,613.98484,628.17511,553.17779,660.8125,0.0,142.72844,0.0,544.06686,502.94352,510.42428,182.00243,438.5736,446.75417,540.50474,327.94771,494.96702,661.421,535.2083,126.2127,75832.66575,125.6042,17.96949,0.4498602,251.5412,77.19064,7.82291e-05,2.69599,1.0208e-05,13079200,7.64449e-08,27.6698,179.383,6.61884e-05,0.00557069,2.60759e-05,2.37974e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.83799999999998
9.9,19.8,3.3,3.3,39.6,24.1,91.122341,4.624822,1.55703,0.519055,0.621693,0.701302,0.562342,0.035678,0.041995,0.033679,0.035461,0.144602,88.34328,3.0441,3.17478,0.00113,0.6941,0.0,0.99375,0.23675,0.70625,0.0026299999999999,0.29225,0.00299,0.31139,0.63524,0.12365,38.41146,572.0847,622.46726,558.70954,657.3187,0.0,299.49228,0.0,546.90491,463.17436,456.43864,177.11767,352.36439,485.25491,480.15541,390.35001,537.3217,657.3667,537.197,120.1697,142386.67705,120.1217,21.5125399999999,0.4539411,267.85677,81.86521,7.71965e-05,2.70356,1.01944e-05,12726400,7.85734e-08,27.64,175.695,6.47708e-05,0.00569053,2.57298e-05,2.34846e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.56228999999999
16.5,59.4,19.8,0.0,3.3,1.0,90.9218,2.80705,3.365925,0.3661,0.9444,0.65695,0.42229,0.073265,0.09892,0.025165,0.028135,0.29,85.5931,1.14784,2.78743,0.00448,1.23511,0.0,0.13653,0.0344000000000002,2.15877,0.02163,0.86998,0.00681,0.25675,0.16456,0.0769599999999999,28.52757,565.46311,630.49387,539.56759,665.46301,0.0,334.97069,0.0,540.77308,172.34754,535.94181,416.44607,527.29657,476.0251,532.64512,418.2,451.21779,666.2636,525.8712,140.3924,205705.00285,139.59181,13.69639,0.3850894,266.95187,81.79891,7.81727e-05,2.73778,1.01716e-05,12625100,7.92268e-08,27.7,170.759,6.24715e-05,0.00585873,2.60567e-05,2.37913e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.49435000000001
6.6,39.6,3.3,29.7,0.0,20.8,91.128809,3.854998,2.44077,0.414445,0.934137,0.426643,0.389818,0.068777,0.0778,0.017311,0.018499,0.227993,88.17659,2.10804,2.02647,0.00265,0.41087,0.0,0.76596,0.11662,1.27366,0.00878,0.54603,0.00401,0.51626,0.33076,0.19719,73.09279,610.27344,626.66527,549.49226,661.3715,0.0,298.95401,0.0,542.9163,201.02877,533.33531,260.25737,485.59896,482.4625,537.0457,377.71079,495.70104,661.5839,532.3618,129.2221,118706.51225,129.0097,17.13046,0.4208309,257.05712,78.65956,7.79012e-05,2.70895,1.02018e-05,12906400,7.7443e-08,27.6657,176.364,6.48604e-05,0.00567316,2.5971e-05,2.37127e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48389000000003
6.6,49.5,3.3,6.6,23.1,10.9,91.892594,2.696269,2.702295,0.28822,0.764946,0.718099,0.493009,0.053234,0.076645,0.028861,0.030049,0.255779,87.62716,1.24097,3.14161,0.00171,0.77817,0.0,0.12731,0.0261000000000003,1.6598,0.01317,0.66914,0.005,0.2594,0.28421,0.0725700000000002,26.67908,571.01907,632.68013,538.02299,660.1876,0.0,317.30788,0.0,541.32577,172.37795,534.3464,392.26844,526.42405,438.8596,532.81068,435.82937,488.62766,659.5004,527.6738,131.8266,121052.20025,132.5138,10.34919,0.4019353,254.63427,77.82513,7.86811e-05,2.7263,1.01609e-05,12921900,7.74027e-08,27.7088,174.331,6.40861e-05,0.00573483,2.62311e-05,2.39528e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.90632000000001
6.6,42.9,33.0,0.0,3.3,14.2,91.676279,3.195625,2.375595,0.336895,0.94077,0.61009,0.404635,0.081911,0.08044,0.025561,0.026749,0.24545,88.26555,1.33143,2.72914,0.00401,0.3744,0.0,0.4454,0.0431800000000003,1.33993,0.01394,0.58925,0.00417,0.43828,0.26648,0.16767,75.29492,613.25822,632.00682,546.69329,664.9963,0.0,298.53226,0.0,540.56426,172.39378,533.2593,330.26813,498.46896,481.37994,536.65972,398.27656,442.56588,665.1021,531.555,133.5471,120176.31905,133.4413,15.1382900000001,0.4221782,254.97011,78.22473,7.84077e-05,2.71387,1.0183e-05,12897700,7.75484e-08,27.7003,175.699,6.464e-05,0.0056807,2.61337e-05,2.38647e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.01283000000002
9.9,39.6,0.0,0.0,42.9,7.59999999999999,92.295656,2.6932,2.311905,0.30868,0.59328,0.85396,0.56584,0.035579,0.06031,0.035329,0.037111,0.20915,88.41319,1.33643,3.59847,0.00203,0.99075,0.0,0.34854,0.0251399999999999,1.45782,0.00952,0.53856,0.00431,0.15605,0.35804,0.05183,25.95072,576.6257,633.59719,541.47011,655.35802,0.0,319.02802,0.0,544.65321,172.4155,536.3279,343.7809,492.9292,439.52864,530.78913,411.60668,520.17523,655.7646,531.4414,124.3232,150893.43265,123.91662,10.0287099999999,0.416062,255.6979,77.91751,7.8749e-05,2.72504,1.01551e-05,12969200,7.70731e-08,27.7123,175.999,6.45001e-05,0.00568056,2.62474e-05,2.3961e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.29068
6.6,36.3,6.6,26.4,23.1,1.0,93.948989,1.559551,2.119845,0.157045,0.709374,0.698926,0.429781,0.057953,0.06856,0.023911,0.025099,0.200966,90.91605,0.507709999999999,2.6009,0.00329,0.40292,0.0,0.0265399999999996,0.0114000000000004,1.24915,0.00806,0.51406,0.00504,0.18498,0.24927,0.04737,42.88302,592.78922,641.87865,530.43367,648.05039,0.0,220.55129,0.0,545.64196,169.72654,539.76907,379.10766,503.73524,467.47174,533.78302,418.60418,495.60258,648.8687,531.2786,117.5901,117737.59545,116.77179,-0.844929999999977,0.405058,245.48745,75.15398,8.01334e-05,2.71242,1.01591e-05,13559600,7.39166e-08,27.7834,180.25,6.59087e-05,0.00553309,2.67064e-05,2.43747e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.72673999999998
13.2,42.9,3.3,0.0,23.1,17.5,90.208868,4.259875,2.647515,0.50569,0.78204,0.663055,0.521455,0.047822,0.071035,0.030247,0.032623,0.229775,86.09602,2.8852,3.16598,0.00106,0.81736,0.0,0.92844,0.0726600000000002,1.40037,0.00775,0.57247,0.00482,0.30844,0.48061,0.10223,39.25555,568.82652,624.1701,552.14981,663.75652,0.0,306.9313,0.0,544.44249,176.82867,533.58004,289.12403,485.39383,438.83892,533.60129,407.13438,493.16799,663.8403,532.4967,131.3436,179892.37735,131.25982,19.65311,0.415684,258.12959,79.19376,7.68806e-05,2.7235,1.01849e-05,12488000,8.00137e-08,27.6317,171.204,6.30912e-05,0.00584911,2.56343e-05,2.33845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.84340999999998
23.1,26.4,0.0,23.1,19.8,7.60000000000001,90.768944,4.294954,2.27247,0.57202,0.753561,0.560359,0.462484,0.046469,0.06394,0.023251,0.027409,0.154139,87.72167,2.96686,2.556,0.00144,0.56246,0.0,1.35201,0.0803800000000002,1.06616,0.0028099999999999,0.44659,0.00395,0.3852,0.51246,0.14696,38.22279,568.80129,625.30879,554.20969,659.16492,0.0,260.12772,0.0,546.73076,545.17979,532.79778,172.46577,421.77077,445.5474,536.39587,356.87299,502.65637,659.8468,533.4828,126.364,240156.39125,125.68212,20.72689,0.4239898,254.58272,78.36176,7.71096e-05,2.71302,1.01992e-05,12721500,7.86604e-08,27.6325,174.195,6.40582e-05,0.00573772,2.57065e-05,2.34628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.80495
9.9,56.1,6.6,16.5,6.6,4.3,91.867481,2.344885,3.10638,0.271555,0.890445,0.61867,0.415525,0.067424,0.092485,0.022129,0.023911,0.27911,87.32732,1.16586,2.62964,0.00436,1.05878,0.0,0.0790699999999999,0.0200100000000004,1.88984,0.02162,0.80406,0.00688,0.18305,0.20525,0.0711000000000001,62.78208,597.67195,632.73424,535.31972,660.43878,0.0,309.68271,0.0,537.91558,172.35559,535.54033,414.41012,527.36914,483.87631,532.92502,426.18988,490.76723,660.624,525.3254,135.2986,153919.54865,135.11338,9.99432000000002,0.3849452,260.20714,79.41003,7.87865e-05,2.72995,1.01582e-05,12964500,7.71201e-08,27.7048,173.841,6.37464e-05,0.00575337,2.62715e-05,2.39815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.46684
6.6,39.6,13.2,23.1,0.0,17.5,91.523654,3.507904,2.37642,0.37402,0.938361,0.475384,0.382954,0.074354,0.078625,0.018961,0.020149,0.229214,88.47967,2.11993,2.1508,0.0027,0.37963,0.0,0.51633,0.0543800000000003,1.34836,0.01067,0.54643,0.00425,0.47753,0.32565,0.19127,69.69469,614.2293,627.62819,547.37568,660.96187,0.0,299.44965,0.0,542.17881,172.48546,533.29991,321.92261,496.42674,482.19721,537.04277,393.54361,484.06413,661.2059,531.92,129.2859,119029.95405,129.04187,15.45568,0.4198595,254.7922,78.17281,7.81457e-05,2.70886,1.01915e-05,12968700,7.71425e-08,27.6711,176.82,6.49816e-05,0.00564747,2.60482e-05,2.37689e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6076
